cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,cod_outfit,image_embedding
57012879-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57012879_TN.jpg,[3563],"[1.3516784e-02 1.7911423e+00 3.6177621e-03 ... 1.9946965e-04 6.3297153e-02
 2.9616320e-01]"
57040313-TO,TO,TEJANO OSCURO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57040313_TO.jpg,[5015],[0.41831467 2.3616521  0.06328671 ... 0.         0.08929899 0.37858236]
57023797-56,56,NAVY,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57023797_56.jpg,[4075],[0.03626264 2.7383225  0.04560022 ... 0.03570832 0.09266471 1.1825163 ]
57054397-50,50,CELESTE,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57054397_50.jpg,"[5234, 5880]","[5.6416613e-01 5.1420474e-01 4.2942166e-04 ... 0.0000000e+00 1.3163464e+00
 1.7677311e+00]"
57012897-46,46,TURQUESA,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57012897_46.jpg,[3579],[0.08524726 0.37310046 0.04821013 ... 0.17387223 0.40190068 0.40265578]
57034407-65,65,MORADO,PURPLE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57034407_65.jpg,[4582],[0.10878109 3.345997   0.10936788 ... 0.04561396 0.39212418 0.61881715]
57054019-01,01,BLANCO,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57054019_01.jpg,[5862],[0.         1.9594516  0.25084803 ... 0.17112257 0.15450263 2.9547682 ]
57074417-70,70,ROJO,RED,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57074417_70.jpg,[6733],[0.00084712 0.0851672  0.4449487  ... 0.6004753  0.8272348  0.2969309 ]
57085792-43,43,VERDE,GREEN,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57085792_43.jpg,"[7153, 7579]",[0.16757369 1.8744127  0.28286508 ... 0.5165076  0.608991   0.43090257]
57013804-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57013804_56.jpg,"[3601, 5266]",[0.40531203 0.67604184 0.00551937 ... 0.14155753 0.10370894 0.25589648]
57027742-61,61,LILA,PURPLE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57027742_61.jpg,[4321],[0.00931772 1.3772128  0.20487833 ... 0.67022586 0.08789091 1.4977199 ]
57047750-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57047750_99.jpg,[3325],[0.00486731 0.04160152 0.         ... 0.         0.30295783 0.0110925 ]
57004061-PL,PL,PLATA,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57004061_PL.jpg,"[5226, 7562, 2886, 2976, 5271, 6354]",[0.46514037 0.16810697 0.25016147 ... 1.5821049  0.7431581  0.16699933]
67040394-PL,PL,PLATA,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2024_67040394_PL.jpg,"[3926, 4850, 6962, 4381]",[0.01356367 0.07526612 0.03776442 ... 0.87445354 0.35593042 0.1751682 ]
57058279-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Vest,Vest,datathon/images/2023_57058279_99.jpg,"[6142, 3905, 5475]",[0.         3.1561785  0.10159328 ... 0.52695656 0.06973506 0.10251253]
53073028-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53073028_99.jpg,[2063],[0.07806092 2.3984268  0.47015494 ... 1.7481304  0.02202983 0.11041482]
53060824-46,46,TURQUESA,BLUE,Female,Adult,SHE,K-CIRCULAR,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_53060824_46.jpg,"[1818, 2023]",[0.10629268 4.218095   0.0355982  ... 0.87132794 0.10479147 1.8510704 ]
53013061-30,30,MARRON,BROWN,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53013061_30.jpg,"[867, 2068]",[0.         1.5712014  0.         ... 0.2534413  0.03430507 0.9072581 ]
53015744-14,14,LIMA,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015744_14.jpg,[921],[0.55570215 1.6253444  0.2572646  ... 1.0531285  0.8144642  0.4341884 ]
53065766-07,07,ARENA,WHITE,Female,Adult,SHE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53065766_07.jpg,"[690, 933, 1937]",[0.00819011 0.30419302 0.10327736 ... 0.6194815  0.552381   0.0404854 ]
53033794-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53033794_99.jpg,[1315],[0.04300338 0.7727576  0.01026767 ... 1.136885   0.09490418 0.21200176]
57095904-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Boots,datathon/images/2019_57095904_99.jpg,"[7613, 7603]",[0.07398133 1.341326   0.06520654 ... 0.8956005  0.1462735  0.12068634]
57005553-43,43,VERDE,GREEN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Boots,datathon/images/2019_57005553_43.jpg,"[7762, 2353, 2525, 6032, 7176, 3821, 910, 2291, 715, 2981, 1493, 1920, 7326, 4202, 7333]",[0.         0.2668165  0.33590877 ... 0.20038265 0.27307776 0.15872711]
53173045-85,85,ROSA,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53173045_85.jpg,[2566],[0.3604848  0.2435142  0.31843558 ... 0.6514663  0.1809466  0.0355304 ]
57055926-81,81,ROSA PASTEL,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57055926_81.jpg,[5982],[0.28887668 2.3438845  0.41714743 ... 0.46116817 0.52968466 0.3849925 ]
53025026-TM,TM,TEJANO MEDIO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53025026_TM.jpg,"[1107, 1491, 1879, 468, 1224, 1629, 2431, 6948, 6539, 687, 6545]",[0.2189387  0.6878966  0.04378706 ... 0.18847165 0.30706072 0.5658139 ]
57054754-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_57054754_99.jpg,"[5254, 5909, 1310]",[0.01498732 0.92357165 0.06510007 ... 0.6782438  0.19479461 0.07666034]
57065939-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_57065939_99.jpg,"[464, 1402, 1403, 693, 2153, 5462, 3311, 1945, 7827, 3128, 4815, 3908, 3937, 4794, 4352, 3282, 2573, 5502, 574, 4293, 2572, 1292, 6418, 779, 915, 3063, 6144]",[0.18076654 0.19405974 0.15258451 ... 0.31568694 0.2499287  0.12770751]
57018631-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57018631_99.jpg,"[3061, 6116, 3907]",[0.         3.2192168  0.1182801  ... 0.35177925 0.12238366 0.49174652]
57075931-09,09,CAMEL,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57075931_09.jpg,"[6817, 7500, 1936]",[0.30365434 3.245651   0.00535167 ... 0.18003048 0.5181565  1.2354448 ]
57075941-09,09,CAMEL,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57075941_09.jpg,[6821],[0.11939451 1.6892048  0.00856396 ... 0.4695031  0.19047104 0.6392915 ]
57004387-43,43,VERDE,GREEN,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57004387_43.jpg,[2897],"[2.6962121e-03 4.5729647e+00 3.3146667e-01 ... 9.9353367e-01 8.7936357e-02
 1.6178933e+00]"
57039207-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57039207_99.jpg,[4862],[0.04343968 1.7275532  0.09953494 ... 0.23852472 0.28967836 0.36639687]
57027894-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57027894_52.jpg,[4349],[0.18343802 3.6735284  0.10405724 ... 0.3862088  0.07761237 0.21882209]
57094755-08,08,BEIGE,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2019_57094755_08.jpg,[7543],[0.31731904 3.990711   0.6962086  ... 0.5428662  0.11211059 2.740308  ]
47095948-56,56,NAVY,BLUE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_47095948_56.jpg,[5208],[0.20269273 1.1278846  0.0548065  ... 0.1596117  0.2182951  0.08247185]
47078639-20,20,NARANJA,ORANGE,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_47078639_20.jpg,[2706],[0.07726231 2.1950617  0.04637727 ... 0.         0.36621952 1.9736648 ]
57072503-50,50,CELESTE,BLUE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57072503_50.jpg,[6624],[0.         1.8369721  0.00806761 ... 0.         0.13143156 1.3371829 ]
57050164-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57050164_99.jpg,"[2612, 4944, 5610]",[0.01084581 0.05977929 0.         ... 0.04181872 0.57940716 0.31285217]
57002514-02,02,OFFWHITE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57002514_02.jpg,"[3798, 6327, 6588, 2782, 4277, 5140, 6632]",[0.06982973 0.24139772 0.45056686 ... 0.3357599  0.25042394 0.31887498]
57000258-52,52,AZUL,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57000258_52.jpg,[2634],[0.         1.4237695  0.01593051 ... 0.         0.18142638 0.09214222]
47048645-43,43,VERDE,GREEN,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_47048645_43.jpg,[5539],[0.         3.377533   0.11316226 ... 0.01198312 0.11342468 0.60884947]
57064008-43,43,VERDE,GREEN,Female,Adult,SHE,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2023_57064008_43.jpg,"[6278, 6696]","[8.3598361e-04 2.4719718e+00 1.4449656e-01 ... 2.0099425e+00 4.2018354e-02
 1.1119653e+00]"
57092888-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57092888_99.jpg,[7423],[0.00566279 2.8899395  0.16131465 ... 0.00554607 0.07269093 0.42737827]
57095791-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57095791_02.jpg,[7578],[0.3035227  0.45995712 0.04202148 ... 0.330328   0.11597659 1.8599666 ]
57095807-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57095807_05.jpg,[7595],[0.09984957 2.032261   0.07986593 ... 0.47333682 0.14712282 0.69096303]
57095807-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57095807_99.jpg,"[7596, 7597]",[0.00484225 2.8515122  0.00665596 ... 0.43386316 0.40585586 1.0951103 ]
57055809-78,78,BURDEOS,RED,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57055809_78.jpg,[5969],[0.07874214 1.098026   0.15009584 ... 0.13385922 0.3307865  0.24957655]
57007747-02,02,OFFWHITE,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007747_02.jpg,"[3227, 3671, 6091]",[0.01546124 3.189895   0.01420549 ... 0.2340258  0.03022438 1.0754734 ]
57056027-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57056027_99.jpg,[6028],[0.06968902 2.7435126  0.08532859 ... 0.46502316 0.08966383 0.61760706]
57019112-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57019112_99.jpg,[3924],[0.8528389  2.2672021  0.04465198 ... 0.2398327  0.16039084 0.3704727 ]
53060568-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53060568_30.jpg,[1754],[0.49593818 0.00642509 0.1565461  ... 0.3663034  0.5941403  0.62360245]
51055008-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_51055008_99.jpg,[310],[0.03827888 3.4510024  0.2088892  ... 0.28587776 0.3749078  0.6293846 ]
53060616-57,57,AZUL NOCHE,BLUE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2019_53060616_57.jpg,[1786],[0.3475997  0.74212337 0.08511082 ... 0.61146116 1.2840972  0.5046739 ]
53045707-08,08,BEIGE,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53045707_08.jpg,[1490],[0.06681366 2.274097   0.1746187  ... 0.7352821  0.06059008 0.24039732]
53000642-TC,TC,TEJANO CLARO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53000642_TC.jpg,[600],[0.02376813 1.2621745  0.00142498 ... 0.59401983 0.0912827  0.5893867 ]
53030690-70,70,ROJO,RED,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53030690_70.jpg,"[2046, 439, 1215]",[0.03283321 0.54224974 0.04819544 ... 0.86890465 0.42312872 0.13321348]
53080749-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,datathon/images/2019_53080749_TN.jpg,"[2222, 1351]",[0.2689812  1.7443433  0.09636855 ... 1.3235714  0.14708608 0.2928242 ]
53063713-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53063713_99.jpg,[1875],[0.04601786 3.5789175  0.04979967 ... 0.9160551  0.06422458 0.72100496]
53090586-87,87,CORAL,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53090586_87.jpg,[2382],[0.04968196 0.10219586 0.3851594  ... 3.01558    0.04348344 0.35395014]
53060913-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53060913_99.jpg,[1832],[0.01212475 2.586254   0.20551881 ... 1.0748452  0.03892604 0.2051592 ]
53083733-70,70,ROJO,RED,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53083733_70.jpg,[2300],[0.07078597 2.9398425  0.02298795 ... 0.5153452  0.12606877 0.858692  ]
53003729-70,70,ROJO,RED,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003729_70.jpg,"[468, 689]",[0.1761361  2.17835    0.06151399 ... 1.6669273  0.14693679 0.47592735]
53080930-94,94,GRIS MEDIO VIGORE,GREY,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53080930_94.jpg,[2247],[0.19922224 1.4015006  0.02991091 ... 0.23225789 0.48704672 0.9180933 ]
53000642-TG,TG,TEJANO GRIS,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53000642_TG.jpg,[601],[0.04192147 2.0132866  0.05751362 ... 0.0803317  0.06452206 0.77338946]
51093753-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51093753_99.jpg,[539],[0.40044734 1.3424886  0.00863318 ... 1.0383039  0.00158778 0.6871682 ]
53033786-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53033786_99.jpg,"[6055, 6818, 731, 1310, 2985, 2518, 2332, 6344, 1847]",[0.13152929 1.1361694  0.13362068 ... 0.10610417 0.53908545 1.716996  ]
53135800-07,07,ARENA,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53135800_07.jpg,"[2561, 1308]",[0.         0.43393123 0.01015562 ... 0.21796814 0.46488073 0.35504577]
57025130-76,76,GRANATE,RED,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57025130_76.jpg,[4146],[0.03566452 0.5733718  0.16621968 ... 0.63328654 0.11484142 0.39874217]
57074002-88,88,FUCSIA,PINK,Female,Adult,SHE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57074002_88.jpg,[6694],[0.0052502  0.06177131 0.0164306  ... 0.3816303  0.25797832 0.26633364]
57017893-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017893_05.jpg,"[3879, 3864, 791]","[4.9600680e-04 4.1030059e+00 0.0000000e+00 ... 1.2699734e+00 7.4808843e-02
 4.9701193e-01]"
47015845-52,52,AZUL,BLUE,Female,Adult,SHE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2023_47015845_52.jpg,[7006],[0.11144499 0.99098897 0.05261392 ... 0.         0.0906545  0.05502135]
47005854-01,01,BLANCO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47005854_01.jpg,[6979],[1.2495071  0.6017826  0.87183344 ... 0.46259105 1.0533048  0.0769415 ]
47015877-50,50,CELESTE,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_47015877_50.jpg,[2805],[0.16960765 2.6266236  0.12714103 ... 0.         0.0464087  0.84843946]
57082509-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57082509_99.jpg,[7001],[0.04578938 0.07449966 0.15680832 ... 0.01060054 0.08947814 0.46323815]
47069202-65,65,MORADO,PURPLE,Female,Adult,SHE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47069202_65.jpg,[4427],[0.         0.5097298  0.00206909 ... 0.04686591 0.04478067 0.16181654]
57030257-02,02,OFFWHITE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_57030257_02.jpg,"[2636, 4001, 4453, 4455, 4959, 4961]",[0.12171951 0.2381997  0.4134393  ... 0.03802368 0.20665742 0.10466662]
57094388-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57094388_99.jpg,"[7507, 4121]",[0.12682103 0.3011923  0.47782966 ... 0.15076393 0.36028126 0.571927  ]
57000358-12,12,AMARILLO,YELLOW,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57000358_12.jpg,"[2681, 2687, 2689, 4967, 6604, 2662, 5060, 5057, 5058, 5062, 5052, 2668, 2683, 2686, 3521, 4468, 4966]",[0.4289582  0.23170339 0.24193788 ... 0.07643321 0.17622456 0.20177759]
57013799-DO,DO,DIRTY OSCURO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57013799_DO.jpg,"[3593, 6010]",[0.23574124 2.1365724  0.02317267 ... 0.         0.10174637 0.7005419 ]
57002894-46,46,TURQUESA,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57002894_46.jpg,"[2821, 6228]",[0.07028224 0.14705272 0.02487574 ... 0.39095002 0.53943866 1.8363522 ]
57023804-81,81,ROSA PASTEL,PINK,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57023804_81.jpg,[4082],[0.         3.9376867  0.00584376 ... 0.00913258 0.07719042 1.1691654 ]
57022897-05,05,CRUDO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57022897_05.jpg,[4062],[0.05325203 1.171339   0.12271306 ... 0.01855897 1.4510059  1.6680697 ]
57096711-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2023_57096711_99.jpg,"[6313, 7680]",[0.         2.745501   0.22223578 ... 0.24861406 0.13778658 0.68005794]
57054410-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57054410_05.jpg,[5889],[0.         2.412321   0.23572579 ... 0.01639892 0.87066466 1.6671761 ]
57013819-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57013819_52.jpg,[3623],[0.02637578 0.7900369  0.05714815 ... 0.         0.05388927 0.43217963]
57015794-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57015794_99.jpg,[3702],[0.05671654 2.8278952  0.08903427 ... 0.5993573  0.18843855 0.6884954 ]
57064034-09,09,CAMEL,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57064034_09.jpg,"[6293, 5749, 4853, 3931]",[0.04300856 0.09655827 0.09281266 ... 0.27744314 0.62893754 0.02379218]
57035984-95,95,ANTRACITA,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57035984_95.jpg,[4689],[0.14182012 1.7293887  0.06839181 ... 0.19655032 0.43654737 0.79691774]
57017721-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57017721_99.jpg,"[3843, 6067]",[0.00618519 3.9465814  0.02936874 ... 0.38332713 0.08571336 0.11821362]
57083817-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57083817_99.jpg,"[5249, 7064, 6292]",[0.         2.4576826  0.28415832 ... 0.25762182 0.03296192 0.5231632 ]
57066015-92,92,GRIS,GREY,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57066015_92.jpg,"[4624, 2991, 6452, 6852]","[4.8571418e-04 1.0832322e+00 4.0751487e-01 ... 3.6107337e-01 1.0485034e-01
 1.2857436e-01]"
57077726-94,94,GRIS MEDIO VIGORE,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57077726_94.jpg,[6897],[0.04116112 2.8338509  0.03741561 ... 0.22044589 0.06622167 0.74596196]
57068266-94,94,GRIS MEDIO VIGORE,GREY,Female,Adult,SHE,K-CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57068266_94.jpg,"[6551, 5476, 3223]",[0.01952245 2.96839    0.15972517 ... 0.12959954 0.69454294 1.1908716 ]
57097737-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57097737_05.jpg,[7730],[0.14490925 2.7445798  0.09256864 ... 0.29115131 0.38657257 0.9460028 ]
57099088-PL,PL,PLATA,GREY,Female,Adult,SHE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57099088_PL.jpg,[7793],[0.48273057 0.71851087 0.2743936  ... 0.48948777 0.08826613 0.7339792 ]
